Index,Order ID,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel ,SKU,Category,Size,Qty,Currency,Amount,Ship-City,Ship-State,Ship-Postal-Code,Ship-Country
2428,407-7039086-0981939,7039086,Men,26,Senior,2022-10-04,October,Delivered,Amazon,VOLS546-KR-XXL,Sweatshirt,XL,1,INR,453.00,Lucknow,UTTAR PRADESH,226022,IN
2429,403-8588643-2352326,8588643,Women,28,Senior,2022-10-04,October,Delivered,Flipkart,VOLS905-DR-XXL,Sweatshirt,XXL,1,INR,699.00,GREATER NOIDA,UTTAR PRADESH,201310,IN
2430,402-1068615-0292322,1068615,Men,29,Senior,2022-10-04,October,Delivered,Amazon,VOLS24-KR-NP-M,Sweatshirt,M,1,INR,627.00,KUSHINAGAR,UTTAR PRADESH,274402,IN
2431,402-0233490-8527518,233490,Women,34,Senior,2022-10-04,October,Returned,Flipkart,VOLS3-KR-XXL,T-Shirt,3XL,1,INR,379.00,NAVI MUMBAI,MAHARASHTRA,410210,IN
2432,406-6881353-7238730,6881353,Women,19,Junior,2022-10-04,October,Delivered,Flipkart,VOLS8-SKD-M,T-Shirt,3XL,1,INR,355.00,HYDERABAD,TELANGANA,500090,IN
2433,407-2013576-9870707,2013576,Women,24,Senior,2022-10-04,October,Delivered,Flipkart,VOLS3-SET-XXL,T-Shirt,XL,1,INR,458.00,VARANASI,UTTAR PRADESH,221007,IN
2434,407-2079943-2395563,2079943,Women,26,Senior,2022-10-04,October,Returned,Amazon,VOLS68-KR-NP-M,Topwear,Free,1,INR,549.00,SEDAM,KARNATAKA,585222,IN
2435,403-2710393-3925141,2710393,Women,18,Junior,2022-10-04,October,Delivered,VS Website,VOLS02-KR-NP-XXXL,Sweatshirt,M,1,INR,599.00,HYDERABAD,TELANGANA,500047,IN
2436,403-3220725-4933934,3220725,Women,28,Senior,2022-10-04,October,Delivered,Flipkart,VOLS69-KR-NP-XXXL,Sweatshirt,XL,1,INR,824.00,NAINITAL,UTTARAKHAND,263127,IN
2437,407-2277155-2006730,2277155,Women,24,Senior,2022-10-04,October,Delivered,VS Website,VOLS93-KR-NP-M,Sweatshirt,3XL,1,INR,699.00,CHENNAI,TAMIL NADU,600056,IN
2438,404-4250217-3829133,4250217,Women,26,Senior,2022-10-04,October,Returned,Flipkart,VOLS225-KR-XS,T-Shirt,3XL,1,INR,590.00,UDAIPUR,RAJASTHAN,313002,IN
2439,403-8658285-1069902,8658285,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS515-KR-XS,T-Shirt,L,1,INR,379.00,AMRAVATI,MAHARASHTRA,444604,IN
2440,402-1765798-7951549,1765798,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS1-DR-XS,Sweatshirt,XXL,1,INR,699.00,MUMBAI,MAHARASHTRA,400031,IN
2441,408-5453976-7005132,5453976,Women,23,Senior,2022-10-04,October,Returned,Amazon,VOLS9-SET-S,T-Shirt,XXL,1,INR,688.00,PUNE,MAHARASHTRA,411019,IN
2442,403-8930980-5958724,8930980,Women,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS405-KR-XXXL,T-Shirt,M,1,INR,379.00,BOKARO STEEL CITY,JHARKHAND,827001,IN
2443,171-4350406-6569166,4350406,Women,31,Senior,2022-10-04,October,Delivered,Amazon,VOLS97-KR-NP-L,T-Shirt,3XL,1,INR,565.00,Bengaluru,KARNATAKA,560043,IN
2444,171-4350406-6569166,4350406,Women,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS906-KR-031-M,T-Shirt,XL,1,INR,299.00,YERRABALEM,TELANGANA,507201,IN
2445,408-5031758-0689128,5031758,Men,22,Senior,2022-10-04,October,Delivered,Flipkart,VOLS797-KR-XL,Sweatshirt,S,1,INR,666.00,DEHRADUN,UTTARAKHAND,248001,IN
2446,402-5056029-5823542,5056029,Women,24,Senior,2022-10-04,October,Returned,Amazon,VOLS160-KR-G-XXL,T-Shirt,XXL,1,INR,735.00,MUMBAI 400102,MAHARASHTRA,400102,IN
2447,406-1457185-7710744,1457185,Men,27,Senior,2022-10-04,October,Delivered,Flipkart,VOLS9-TP-M,Sweatshirt,3XL,1,INR,680.00,FARIDABAD,HARYANA,121002,IN
2448,404-6651614-8076312,6651614,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS27-KR-DPT-L,Topwear,XXL,1,INR,354.00,Vaishali,BIHAR,844505,IN
2449,408-7479560-0568359,7479560,Women,29,Senior,2022-10-04,October,Returned,Amazon,VOLS270-KR-487-A-M,T-Shirt,M,1,INR,484.00,BENGALURU,KARNATAKA,560006,IN
2450,171-9569085-4815528,9569085,Men,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS3-SET-M,Sweatshirt,L,1,INR,802.00,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN
2451,404-1705133-4396369,1705133,Men,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS797-KR-XL,Sweatshirt,L,1,INR,699.00,HOSUR,TAMIL NADU,635109,IN
2452,406-6102927-0121918,6102927,Men,30,Senior,2022-10-04,October,Delivered,Flipkart,VOLS894-TP-XXL,Gymvest,3XL,1,INR,791.00,NAVI MUMBAI,MAHARASHTRA,400701,IN
2453,408-4531808-1522737,4531808,Men,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS3-DR-L,Sweatshirt,M,1,INR,699.00,Bangalore,KARNATAKA,560066,IN
2454,406-7593094-3787506,7593094,Women,30,Senior,2022-10-04,October,Delivered,Flipkart,VOLS797-KR-A-XS,Topwear,M,1,INR,518.00,GURGAON,HARYANA,122018,IN
2455,171-1816012-3725920,1816012,Men,21,Senior,2022-10-04,October,Delivered,VS Website,VOLS697-KR-XL,Sweatshirt,XS,1,INR,791.00,Leh,LADAKH,194101,IN
2456,404-0109156-4458737,109156,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS445-KR-XL,T-Shirt,M,1,INR,259.00,SILCHAR,ASSAM,788010,IN
2457,171-8505964-7622708,8505964,Women,28,Senior,2022-10-04,October,Returned,Flipkart,VOLS9-TP-L,T-Shirt,XL,1,INR,544.00,VIJAYAWADA,ANDHRA PRADESH,520008,IN
2458,171-8505964-7622708,8505964,Women,27,Senior,2022-10-04,October,Returned,Amazon,VOLS87-KR-DH-XXL,T-Shirt,XXL,1,INR,299.00,KOLKATA,WEST BENGAL,700141,IN
2459,406-1033783-3478762,1033783,Women,22,Senior,2022-10-04,October,Returned,Flipkart,VOLS640-TP-N-XL,T-Shirt,3XL,1,INR,379.00,KOLKATA,WEST BENGAL,700099,IN
2460,407-6611854-7787500,6611854,Women,24,Senior,2022-10-04,October,Delivered,Flipkart,VOLS1-DR-M,Sweatshirt,XL,1,INR,698.00,CHALAKUDY,KERALA,680307,IN
2461,404-3977426-3618702,3977426,Women,22,Senior,2022-10-04,October,Returned,Amazon,VOLS100-KR-144-L,T-Shirt,3XL,1,INR,362.00,GUWAHATI,ASSAM,781003,IN
2462,402-7582309-0160340,7582309,Women,32,Senior,2022-10-04,October,Returned,Amazon,VOLS030-KR-M,Topwear,Free,1,INR,363.00,NAIHATI,WEST BENGAL,743135,IN
2463,405-3140169-2899529,3140169,Men,22,Senior,2022-10-04,October,Cancelled,Flipkart,VOLS002-KR-M,Sweatshirt,XL,1,INR,698.00,Hyderabad,TELANGANA,500065,IN
2464,406-5032850-9450732,5032850,Women,20,Junior,2022-10-04,October,Delivered,Flipkart,VOLS801-KR-M,T-Shirt,L,1,INR,635.00,CHENNAI,TAMIL NADU,600126,IN
2465,405-9737817-2065928,9737817,Women,29,Senior,2022-10-04,October,Returned,Amazon,VOLS4-SKD-XS,Topwear,Free,1,INR,699.00,Mathura,UTTAR PRADESH,281001,IN
2466,403-5478067-1795525,5478067,Men,31,Senior,2022-10-04,October,Delivered,Amazon,VOLS57-KR-PP-XXXL,Sweatshirt,XL,1,INR,699.00,kolkata,WEST BENGAL,700156,IN
2467,402-9102629-5205902,9102629,Women,26,Senior,2022-10-04,October,Delivered,Amazon,VOLS468-KR-XXXL,Topwear,S,1,INR,493.00,SOUTH GOA,GOA,403802,IN
2468,404-5745923-1311563,5745923,Women,22,Senior,2022-10-04,October,Delivered,Amazon,VOLS57-KR-NP-S,T-Shirt,XS,1,INR,435.00,JALANDHAR,PUNJAB,144031,IN
2469,408-2708645-6869141,2708645,Women,32,Senior,2022-10-04,October,Delivered,Amazon,VOLS791-DR-L,Sweatshirt,M,1,INR,699.00,PUNE,MAHARASHTRA,411028,IN
2470,408-3652923-6182757,3652923,Women,25,Senior,2022-10-04,October,Delivered,Amazon,VOLS559-KR-XXXL,Topwear,XXL,1,INR,518.00,CHENNAI,TAMIL NADU,600116,IN
2471,402-3984745-7849942,3984745,Women,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS78-KR-NP-L,Topwear,Free,1,INR,699.00,NEW DELHI,DELHI,110015,IN
2472,402-3984745-7849942,3984745,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS019-KR-S,T-Shirt,S,1,INR,511.00,mumbai,MAHARASHTRA,400065,IN
2473,402-3984745-7849942,3984745,Women,28,Senior,2022-10-04,October,Delivered,Amazon,VOLS3440-KR-N-6XL,T-Shirt,XS,1,INR,457.00,VARANASI,UTTAR PRADESH,221001,IN
2474,402-3984745-7849942,3984745,Women,21,Senior,2022-10-04,October,Delivered,Amazon,VOLS299-KR-XL,T-Shirt,M,1,INR,322.00,MUMBAI,MAHARASHTRA,400026,IN
2475,402-3984745-7849942,3984745,Women,24,Senior,2022-10-04,October,Delivered,VS Website,VOLS680-TU-XXL,T-Shirt,XL,1,INR,435.00,Thane,MAHARASHTRA,400610,IN
2476,405-4157807-6902726,4157807,Men,25,Senior,2022-10-04,October,Delivered,VS Website,VOLS44-KR-NP-XXL,Activwear,XXL,1,INR,613.00,PUNE,MAHARASHTRA,411032,IN
2477,406-2922709-5065100,2922709,Women,24,Senior,2022-10-04,October,Delivered,Amazon,VOLS568-KR-S,T-Shirt,3XL,1,INR,665.00,HYDERABAD,TELANGANA,500065,IN
2478,402-2089901-7448351,2089901,Women,22,Senior,2022-10-04,October,Delivered,Flipkart,VOLS4-TP-PJ-L,Sweatshirt,M,1,INR,788.00,KANPUR,UTTAR PRADESH,208002,IN
2479,405-2771889-4795520,2771889,Men,27,Senior,2022-10-04,October,Delivered,Flipkart,VOLS73-KR-NP-S,Activwear,3XL,1,INR,665.00,THANE,MAHARASHTRA,400601,IN
2480,407-3557742-2917139,3557742,Women,24,Senior,2022-10-04,October,Delivered,Amazon,VOLS022-KR-L,Sweatshirt,XS,1,INR,699.00,HYDERABAD,TELANGANA,500013,IN
2481,403-6541650-4984366,6541650,Women,30,Senior,2022-10-04,October,Delivered,Flipkart,VOLS9-SKD-L,Sweatshirt,S,1,INR,699.00,ROORKEE,UTTARAKHAND,247667,IN
2482,405-6665264-0707563,6665264,Women,21,Senior,2022-10-04,October,Delivered,Amazon,VOLS798-KR-XXXL,T-Shirt,S,1,INR,458.00,MEERUT,UTTAR PRADESH,250002,IN
2483,404-4079752-6017934,4079752,Women,32,Senior,2022-10-04,October,Delivered,Amazon,VOLS5-TP-XL,T-Shirt,3XL,1,INR,355.00,KOLLAM,KERALA,691333,IN
2484,407-4753651-1901103,4753651,Women,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS396-KR-XL,Sweatshirt,M,1,INR,803.00,GURUGRAM,HARYANA,122001,IN
2485,404-7908071-1325166,7908071,Men,28,Senior,2022-10-04,October,Delivered,Amazon,VOLS709-DR-XL,Activwear,L,1,INR,735.00,DEESA,GUJARAT,385535,IN
2486,408-5649180-0281162,5649180,Women,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS567-KR-S,T-Shirt,L,1,INR,495.00,SILIGURI,WEST BENGAL,734001,IN
2487,407-1989908-6421162,1989908,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS892-TP-XXXL,Topwear,Free,1,INR,699.00,Haldwani,UTTARAKHAND,263139,IN
2488,407-0039842-7758742,39842,Women,22,Senior,2022-10-04,October,Delivered,Flipkart,VOLS09-KR-PP-XXXL,T-Shirt,XS,1,INR,487.00,THANE,MAHARASHTRA,400602,IN
2489,403-2893349-5127534,2893349,Men,34,Senior,2022-10-04,October,Delivered,Amazon,VOLS97-KR-NP-M,T-Shirt,XS,1,INR,381.00,BENGALURU,KARNATAKA,560058,IN
2490,402-5410851-0850764,5410851,Women,20,Junior,2022-10-04,October,Returned,Flipkart,VOLS9-KR-XL,Sweatshirt,M,1,INR,699.00,MORBI,GUJARAT,363642,IN
2491,408-7510819-8523550,7510819,Men,21,Senior,2022-10-04,October,Delivered,Flipkart,VOLS9-KR-L,T-Shirt,XL,1,INR,363.00,BIDHAN NAGAR,WEST BENGAL,700091,IN
2492,405-5073871-6863536,5073871,Men,27,Senior,2022-10-04,October,Delivered,Amazon,VOLS31-KR-NP-XXL,T-Shirt,L,1,INR,379.00,CHENNAI,TAMIL NADU,600116,IN
2493,404-9729825-2599543,9729825,Men,25,Senior,2022-10-04,October,Delivered,Amazon,VOLS10-KR-PP-L,Topwear,XS,1,INR,354.00,KALYAN,MAHARASHTRA,421204,IN
2494,408-4659755-4153163,4659755,Men,24,Senior,2022-10-04,October,Delivered,Flipkart,VOLS630-KR-M,T-Shirt,XXL,1,INR,665.00,LUCKNOW,UTTAR PRADESH,226001,IN
2495,403-7427863-0323529,7427863,Women,20,Junior,2022-10-04,October,Delivered,Amazon,VOLS39-KR-NP-XS,T-Shirt,M,1,INR,517.00,NAGERCOIL,TAMIL NADU,629603,IN
2496,402-6398667-1525120,6398667,Women,29,Senior,2022-10-04,October,Delivered,Amazon,VOLS9-SET-XL,Sweatshirt,XL,1,INR,699.00,CHENNAI,TAMIL NADU,600072,IN
2497,405-8738841-3637915,8738841,Men,28,Senior,2022-10-04,October,Delivered,Amazon,VOLS5-KR-XS,Sweatshirt,L,1,INR,799.00,KALYAN,MAHARASHTRA,421201,IN
2498,404-1510597-5556323,1510597,Women,28,Senior,2022-10-04,October,Delivered,Amazon,VOLS85-KR-NP-XXXL,Sweatshirt,XL,1,INR,597.00,JALANDHAR,PUNJAB,144001,IN
2499,407-7033145-9301913,7033145,Women,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS89-KR-NP-XS,T-Shirt,S,1,INR,431.00,PUNE,MAHARASHTRA,411044,IN
2500,402-3764718-7576346,3764718,Women,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS88-KR-NP-XXXL,Activwear,L,1,INR,545.00,BENGALURU,KARNATAKA,560034,IN
2501,407-8727612-5299545,8727612,Women,30,Senior,2022-10-04,October,Delivered,Flipkart,VOLS799-KR-S,Topwear,L,1,INR,625.00,BENGALURU,KARNATAKA,560066,IN
2502,407-8727612-5299545,8727612,Women,28,Senior,2022-10-04,October,Delivered,Flipkart,VOLS790-KR-XXXL,Activwear,XXL,1,INR,726.00,KOLKATA,WEST BENGAL,700031,IN
2503,404-1255975-1663559,1255975,Women,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS3-DR-XXXL,T-Shirt,M,1,INR,499.00,Banswara,RAJASTHAN,327027,IN
2504,407-9689427-3577114,9689427,Women,27,Senior,2022-10-04,October,Delivered,Flipkart,VOLS97-KR-NP-XXL,T-Shirt,M,1,INR,761.00,CHENNAI,TAMIL NADU,600088,IN
2505,403-8037221-5100317,8037221,Men,25,Senior,2022-10-04,October,Delivered,Flipkart,VOLS0-SKD-L,Activwear,M,1,INR,735.00,BENGALURU,KARNATAKA,560102,IN
2506,407-7505308-3298705,7505308,Women,29,Senior,2022-10-04,October,Delivered,Amazon,VOLS019-KR-XL,Sweatshirt,3XL,1,INR,699.00,BENGALURU,KARNATAKA,560078,IN
2507,404-0204347-9793178,204347,Women,25,Senior,2022-10-04,October,Delivered,Flipkart,VOLS405-KR-M,Topwear,XL,1,INR,493.00,JAIPUR,RAJASTHAN,302017,IN
2508,403-3660668-4620312,3660668,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS3-SET-XS,Topwear,L,1,INR,545.00,BANGALORE,KARNATAKA,560070,IN
2509,406-9718931-4024332,9718931,Women,24,Senior,2022-10-04,October,Delivered,Amazon,VOLS1-SKD-S,Topwear,Free,1,INR,449.00,BELPAHAR,ODISHA,768217,IN
2510,403-8257560-4898740,8257560,Women,26,Senior,2022-10-04,October,Delivered,Amazon,VOLS861-DR-XXL,Sweatshirt,XL,1,INR,699.00,CHENNAI,TAMIL NADU,600119,IN
2511,407-0712120-9741136,712120,Women,34,Senior,2022-10-04,October,Delivered,Flipkart,VOLS1-DR-XS,Topwear,XL,1,INR,836.00,REIS MAGOS,GOA,403114,IN
2512,407-4878825-0605103,4878825,Women,23,Senior,2022-10-04,October,Delivered,VS Website,VOLS97-KR-NP  -M,Activwear,XXL,1,INR,699.00,GWALIOR,MADHYA PRADESH,474004,IN
2513,403-0415495-4311549,415495,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS465-KR-L,Topwear,XS,1,INR,329.00,ERODE,TAMIL NADU,638009,IN
2514,403-1600548-9304341,1600548,Women,34,Senior,2022-10-04,October,Delivered,Amazon,VOLS93-KR-NP-L,Sweatshirt,XXL,1,INR,599.00,Faridabad,HARYANA,121003,IN
2515,408-3037053-5828359,3037053,Women,31,Senior,2022-10-04,October,Returned,Flipkart,VOLS423-KR-S,Sweatshirt,3XL,1,INR,699.00,GURUGRAM,HARYANA,122001,IN
2516,407-7756259-0283504,7756259,Women,26,Senior,2022-10-04,October,Delivered,Flipkart,VOLS5-DR-S,Sweatshirt,3XL,1,INR,699.00,BENGALURU,KARNATAKA,560073,IN
2517,404-0073983-3741142,73983,Women,33,Senior,2022-10-04,October,Delivered,Amazon,VOLS5-SKD-M,T-Shirt,M,1,INR,343.00,CHENNAI,TAMIL NADU,600032,IN
2518,403-6685020-0463550,6685020,Men,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS687-TU-L,Sweatshirt,L,1,INR,763.00,AVINASHI,TAMIL NADU,641654,IN
2519,403-8760277-1809906,8760277,Women,33,Senior,2022-10-04,October,Returned,Amazon,VOLS45-KR-NP-XL,T-Shirt,L,1,INR,292.00,PORT BLAIR,ANDAMAN & NICOBAR ,744101,IN
2520,404-1230841-7530712,1230841,Women,21,Senior,2022-10-04,October,Delivered,Amazon,VOLS639-TP-N-L,Sweatshirt,L,1,INR,699.00,Delhi,Delhi,110095,IN
2521,408-5123186-0893118,5123186,Men,32,Senior,2022-10-04,October,Delivered,Amazon,VOLS760-KR-XL,Sweatshirt,S,1,INR,699.00,NAJIBABAD,UTTAR PRADESH,246763,IN
2522,404-2563639-7355528,2563639,Men,31,Senior,2022-10-04,October,Returned,Flipkart,VOLS5-DR-M,Activwear,M,1,INR,735.00,THRISSUR,KERALA,680011,IN
2523,402-3150460-7265948,3150460,Men,32,Senior,2022-10-04,October,Returned,Amazon,VOLS1-DR-XS,Activwear,XL,1,INR,791.00,NAVI MUMBAI,MAHARASHTRA,400701,IN
2524,407-2407385-2661163,2407385,Women,25,Senior,2022-10-04,October,Delivered,Amazon,VOLS8-TP-XL,Sweatshirt,S,1,INR,648.00,GREATER NOIDA,UTTAR PRADESH,201306,IN
2525,171-9953527-4754750,9953527,Women,19,Junior,2022-10-04,October,Delivered,Amazon,VOLS71-KR-NP-S,T-Shirt,L,1,INR,299.00,AHMEDABAD,GUJARAT,380008,IN
2526,171-9953527-4754750,9953527,Women,23,Senior,2022-10-04,October,Cancelled,Amazon,VOLS009-KR-XXXL,T-Shirt,XL,1,INR,333.00,CHENNAI,TAMIL NADU,600051,IN
2527,408-3511241-0191516,3511241,Women,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS73-KR-NP-S,T-Shirt,L,1,INR,435.00,KOLLAM,KERALA,691503,IN
2528,402-0989965-7602749,989965,Women,24,Senior,2022-10-04,October,Delivered,Flipkart,VOLS57-KR-PP-XS,Topwear,Free,1,INR,699.00,INDORE,MADHYA PRADESH,453555,IN
2529,403-5066936-0169134,5066936,Men,20,Junior,2022-10-04,October,Delivered,VS Website,VOLS64-KR-NP-L,Sweatshirt,M,1,INR,597.00,SRINAGAR,JAMMU & KASHMIR,190002,IN
2530,171-0997881-1837100,997881,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS567-KR-M,T-Shirt,XXL,2,INR,699.00,RADHAPURAM,TAMIL NADU,627111,IN
2531,403-1367007-8133114,1367007,Women,19,Junior,2022-10-04,October,Returned,Amazon,VOLS9-DR-XXL,T-Shirt,XS,1,INR,422.00,MULLASSERY,KERALA,680509,IN
2532,406-7267672-0569941,7267672,Women,29,Senior,2022-10-04,October,Delivered,Amazon,VOLS510-KR-M,Sweatshirt,M,1,INR,699.00,BHIWANDI,MAHARASHTRA,421302,IN
2533,408-0008759-7456323,8759,Men,24,Senior,2022-10-04,October,Returned,Amazon,VOLS14,Gymvest,3XL,1,INR,699.00,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410,IN
2534,403-8087577-5216352,8087577,Women,32,Senior,2022-10-04,October,Delivered,Amazon,VOLS86-KR-DH-XS,Topwear,XS,1,INR,836.00,HYDERABAD,TELANGANA,500085,IN
2535,171-1859343-0772354,1859343,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS570-KR-XS,T-Shirt,XXL,1,INR,299.00,MUMBAI,MAHARASHTRA,400053,IN
2536,407-2943278-1071516,2943278,Men,20,Junior,2022-10-04,October,Delivered,Amazon,VOLS818-KR-M,Activwear,M,1,INR,771.00,Muvattupuzha,KERALA,686661,IN
2537,407-5192518-3414764,5192518,Women,24,Senior,2022-10-04,October,Cancelled,Amazon,VOLS720-KR-XS,T-Shirt,S,1,INR,299.00,JAMSHEDPUR,JHARKHAND,831015,IN
2538,402-5353639-9197960,5353639,Men,21,Senior,2022-10-04,October,Delivered,Amazon,VOLS1-TP-M,Sweatshirt,S,1,INR,846.00,GANGTOK,SIKKIM,737101,IN
2539,405-6875744-6597936,6875744,Women,24,Senior,2022-10-04,October,Delivered,Amazon,VOLS654-TP-L,Sweatshirt,S,1,INR,729.00,KALYAN,MAHARASHTRA,421201,IN
2540,404-4597902-5688321,4597902,Women,27,Senior,2022-10-04,October,Delivered,Flipkart,VOLS3-SET-M,T-Shirt,S,1,INR,299.00,BENGALURU,KARNATAKA,560076,IN
2541,408-1156245-4457919,1156245,Women,18,Junior,2022-10-04,October,Delivered,Amazon,VOLS5-SET-XL,Sweatshirt,M,1,INR,899.00,SIROHI,RAJASTHAN,307001,IN
2542,403-9974058-0798722,9974058,Men,29,Senior,2022-10-04,October,Delivered,Flipkart,VOLS368-KR-XXXL,Activwear,XL,1,INR,744.00,MUMBAI,MAHARASHTRA,400079,IN
2543,403-9974058-0798722,9974058,Women,26,Senior,2022-10-04,October,Delivered,Amazon,VOLS951-KR-155-XXL,Topwear,XL,1,INR,726.00,Manipal,KARNATAKA,576104,IN
2544,402-4349072-8190735,4349072,Women,22,Senior,2022-10-04,October,Delivered,Flipkart,VOLS004-KR-L,T-Shirt,6XL,1,INR,452.00,SECUNDERABAD,TELANGANA,500080,IN
2545,402-4349072-8190735,4349072,Men,30,Senior,2022-10-04,October,Delivered,Amazon,VOLS23,Sweatshirt,XL,1,INR,499.00,BENGALURU,KARNATAKA,560084,IN
2546,402-3289158-6249904,3289158,Women,26,Senior,2022-10-04,October,Delivered,Flipkart,VOLS364-KR-1051-A-M,T-Shirt,XL,1,INR,277.00,Honda,GOA,403530,IN
2547,405-0338435-8465977,338435,Men,33,Senior,2022-10-04,October,Delivered,Flipkart,VOLS1-TP-XXL,Sweatshirt,XS,1,INR,614.00,UDUPI,KARNATAKA,576101,IN
2548,404-2570797-2433155,2570797,Women,20,Junior,2022-10-04,October,Delivered,Amazon,VOLS8-SKD-XL,Sweatshirt,XS,1,INR,567.00,TIRUPATI,ANDHRA PRADESH,517520,IN
2549,402-3019555-0941934,3019555,Women,23,Senior,2022-10-04,October,Delivered,Amazon,VOLS549-KR-XXL,Sweatshirt,XS,1,INR,788.00,MANGALURU,KARNATAKA,575007,IN
2550,402-3019555-0941934,3019555,Men,34,Senior,2022-10-04,October,Delivered,Flipkart,VOLS5-KR-XXL,Sweatshirt,M,1,INR,702.00,CHENNAI,TAMIL NADU,600100,IN
2551,403-8050149-7997962,8050149,Women,23,Senior,2022-10-04,October,Returned,Amazon,VOLS199-KR-411-A-L,Sweatshirt,S,1,INR,799.00,New Delhi,DELHI,110059,IN
2552,402-7428153-0891553,7428153,Women,24,Senior,2022-10-04,October,Delivered,Flipkart,VOLS10-KR-PP-M,T-Shirt,M,1,INR,301.00,OTTAPPALAM,KERALA,679521,IN
2553,402-0742120-3913918,742120,Women,20,Junior,2022-10-04,October,Delivered,Flipkart,VOLS86-KR-NP-XL,T-Shirt,XXL,1,INR,376.00,KOLKATA,WEST BENGAL,700017,IN
2554,408-7595717-0637113,7595717,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS373-KR-XXXL,T-Shirt,XL,1,INR,397.00,RAIGARH,CHHATTISGARH,496001,IN
2555,405-0440983-7469164,440983,Men,33,Senior,2022-10-04,October,Delivered,Amazon,VOLS74-KR-NP-XXL,Sweatshirt,L,1,INR,562.00,MUMBAI,MAHARASHTRA,400072,IN
2556,406-7108635-2471532,7108635,Women,20,Junior,2022-10-04,October,Delivered,Amazon,VOLS86-KR-NP-XXL,Topwear,S,1,INR,499.00,JOWAI,MEGHALAYA,793150,IN
2557,406-7299160-8106716,7299160,Women,24,Senior,2022-10-04,October,Delivered,Amazon,VOLS800-KR-XXL,Sweatshirt,S,1,INR,699.00,KALYAN,MAHARASHTRA,421201,IN
2558,406-7299160-8106716,7299160,Women,22,Senior,2022-10-04,October,Delivered,Amazon,VOLS10,Sweatshirt,3XL,1,INR,549.00,HASSAN,KARNATAKA,573201,IN
2559,406-3768615-2098744,3768615,Men,19,Junior,2022-10-04,October,Returned,Amazon,VOLS8-SET-S,Activwear,M,1,INR,699.00,"TENALI, Guntur district",ANDHRA PRADESH,522202,IN
2560,408-5239329-1980303,5239329,Women,32,Senior,2022-10-04,October,Delivered,Flipkart,VOLS1-DR-XL,T-Shirt,XL,1,INR,542.00,NEW DELHI,DELHI,110060,IN
2561,408-5239329-1980303,5239329,Women,26,Senior,2022-10-04,October,Delivered,Amazon,VOLS689-TU-M,T-Shirt,3XL,1,INR,387.00,VILLUPURAM,TAMIL NADU,605602,IN
2562,407-2550684-0716316,2550684,Women,20,Junior,2022-10-04,October,Returned,Flipkart,VOLS199-KR-411-A-M,Sweatshirt,3XL,1,INR,699.00,GURGAON,HARYANA,122018,IN
2563,171-0875734-7933106,875734,Women,32,Senior,2022-10-04,October,Delivered,Amazon,VOLS405-KR-S,T-Shirt,XS,1,INR,518.00,BENGALURU,KARNATAKA,560043,IN
2564,404-2118991-7333137,2118991,Men,29,Senior,2022-10-04,October,Delivered,Amazon,VOLS3-DR-XXXL,Sweatshirt,S,1,INR,699.00,JHANSI,UTTAR PRADESH,284001,IN
2565,407-6620801-1753951,6620801,Women,31,Senior,2022-10-04,October,Delivered,VS Website,VOLS45-KR-NP-M,T-Shirt,S,1,INR,526.00,Salem,TAMIL NADU,636304,IN
2566,171-9495411-4449168,9495411,Men,26,Senior,2022-10-04,October,Delivered,Flipkart,VOLS05-KR-NP-XL,Activwear,L,1,INR,699.00,KALAMASSERY,KERALA,682022,IN
2567,403-0143194-1750718,143194,Women,25,Senior,2022-10-04,October,Delivered,Amazon,VOLS9-TP-M,T-Shirt,S,1,INR,495.00,Potheri,TAMIL NADU,603203,IN
2568,405-4704479-8625912,4704479,Men,20,Junior,2022-10-04,October,Delivered,Flipkart,VOLS54-KR-NP-L,Activwear,XXL,1,INR,625.00,MUMBAI,MAHARASHTRA,400068,IN
